id,remitente,contenido,fecha_hora
388,Empleo en Bogotá,"Vacantes para bachilleres 
Consorcio Express S.A.S. busca  Técnico mecánico.
 Nivel educativo: Bachiller 
 Experiencia: 12 meses
 Salario: $2.109.440 a $3.226.524 
 Contrato: Término indefinido 
 Postúlate en: www.serviciodeempleo.gov.co",2025-10-14 15:39:29
389,Empleo en Bogotá,"Vacante para profesionales 
 Subred Integrada de Servicios de Salud Norte E.S.E. busca 
Profesional en enfermería para los servicios de urgencias y hospitalización. 
 Nivel educativo: Universitario
 No requiere experiencia
 Salario: $3.906.000
 Aplica en: www.serviciodeempleo.gov.co",2025-10-14 15:39:29
390,Empleo en Bogotá,"Vacante para técnicos, tecnólogos o  profesionales 
Baguer S.A.S. busca Jefe de zona
 Nivel educativo: Técnico, tecnólogo o profesional en áreas administrativas, comerciales o afines.
 No requiere experiencia
 Salario: $2.972.000 + prestaciones de ley 
 Postúlate en: www.serviciodeempleo.gov.co",2025-10-14 15:39:29
391,Empleo en Bogotá,"🎓 ¡Nuevos cursos con EXPERTA!

Fórmate gratis y con certificación en los sectores que están generando empleo en Bogotá, mi ciudad, mi casa.

🛍️ Retail y comercio
 🏭 Manufactura
 🚛 Logística
 📋 Servicios administrativos

Tenemos más de 5.000 cupos para que des el siguiente paso en tu vida laboral.

📲 Inscríbete hasta el 20 de octubre en: https://desarrolloeconomico.gov.co/experta/",2025-10-14 15:39:30
392,Empleo en Bogotá,"🎬 ¿Creas contenidos inmersivos en Bogotá? ¡Conecta tu talento con el mundo! 🌍

Aplica a la Convocatoria #GenteConvergente y viaja al Geneva Digital Market - GDM 2025, del 3 al 6 de noviembre en Ginebra, Suiza. El Geneva Digital Market (GDM) es el corazón del Festival Internacional de Cine de Ginebra (GIFF), dedicado a la innovación audiovisual. Cada año reune a más de 800 profesionales suizos y europeos para explorar temas clave del sector audiovisual y las industrias creativas.

🚀Se otorgarán 2 apoyos para gastos de participación por empresa (tiquetes, alojamiento y acreditación).

🗓️ Cierre: lunes 13 de octubre a las 7:00 p.m.
 🔗 Consulta las condiciones y postúlate: www.proimagenescolombia.com

#GenteConvergente es una iniciativa de la Alcaldía Mayor de Bogota, a través de #CulturaBogotá en alianza con Proimágenes Colombia.",2025-10-14 15:39:30
393,Empleo en Bogotá,Sticker sin etiquetas,2025-10-14 15:39:31
394,Empleo en Bogotá,"🔴 *Vacante para profesionales* 

*Soluciones Tecnología y Servicios S.A.* busca *Ingeniero preventa.*

📚 *Nivel educativo*: Profesional en Ingeniería de Sistemas, Industrial, Eléctrica, Electrónica o afines con especialización. 
🔴 *Experiencia*: 24 meses
📋 *Contrato*: Término Indefinido
💸 *Salario*: $8.000.000

📲 *Postúlate en*: www.serviciodeempleo.gov.co",2025-10-14 15:39:31
395,Empleo en Bogotá,"🔵 *Vacantes para bachilleres* 

*Consorcio Express S.A.S.* busca 3️⃣0️⃣ *Técnico mecánico.*

📚 *Nivel educativo*: Bachiller 
🔴 *Experiencia:* 12 meses
💸 *Salario*: $2.109.440 a $3.226.524 
📋 *Contrato:* Término indefinido 

📲 *Postúlate en:* www.serviciodeempleo.gov.co",2025-10-14 15:39:31
396,Empleo en Bogotá,3️⃣,2025-10-14 15:39:31
397,Empleo en Bogotá,0️⃣,2025-10-14 15:39:31
398,Empleo en Bogotá,"🔴 *Vacante para profesionales* 

🚑 *Subred Integrada de Servicios de Salud Norte E.S.E.* busca 
*Profesional en enfermería para los servicios de urgencias y hospitalización.* 

📚 *Nivel educativo*: Universitario
🔴 *No requiere experiencia*
💸 *Salario:* $3.906.000

📲 Aplica en: www.serviciodeempleo.gov.co",2025-10-14 15:39:32
399,Empleo en Bogotá,"🟡 Vacante para técnicos, tecnólogos o 🔴 profesionales 

*Baguer S.A.S.* busca *Jefe de zona*

📚 *Nivel educativo*: Técnico, tecnólogo o profesional en áreas administrativas, comerciales o afines.
🔴 *No requiere experiencia*
💸 *Salario*: $2.972.000 + prestaciones de ley 

📲 *Postúlate en:* www.serviciodeempleo.gov.co",2025-10-14 15:39:32
400,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:39:37
401,Empleo en Bogotá,618 k seguidores,2025-10-14 15:39:37
402,Empleo en Bogotá,"Tiendas D1 tiene 100 puestos de trabajo disponibles para:
Asistentes de Ventas
Auxiliares de Bodega - Conductor
Auxiliares de Bodega
Tipo de contrato - indefinido
Con o Sin Experiencia requerida
Formación: Bachiller
Funciones
Apoyo en el proceso de venta, Atención al publico, manejo de caja, surtir alimentos y mercancía, organizar punto de la tienda.
 Martes, 7 de Octubre.
8.00 am a 12.00 m
Parque Fundacional de Fontibón.
Frente a la Inspección de Policia, ubicada en la Carrera 99 Nº18-02,
Formulario: https://forms.gle/7xKwaLEyYQCVi5bV8",2025-10-14 15:39:37
403,Empleo en Bogotá,"Grupo Cos busca Asesor Call Center con o sin experiencia
70 Puestos de trabajo disponibles 
Tipo de Contrato: Indefinido
Formación: Bachiller Académico
No requiere experiencia
Beneficios: convenio con universidades, gimnasio interno, salón de belleza, Zona Gamer, mesas de ping pong / billar, Plan de ascensos después del 3 mes (por buena gestión, descuentos en cadenas de restaurantes, en almacenes de ropa, en bodytech, entre otros.
Martes 07 de octubre de 2025
9:00 am a 1:00 pm
Cra 42 bis #13-90 site 3
Regístrate aquí
https://forms.gle/3xmG6iqUGZwmLYbk7",2025-10-14 15:39:37
404,Empleo en Bogotá,"OTD Américas busca Asesor Call Center, bilingüe
20 puestos de trabajo disponibles 
Tipo de Contrato: Término Indefinido
Sin experiencia requerida 
Requiere inglés B2 + C1
Funciones
Atender llamadas y consultas de clientes
Elevar el servicio al cliente a otro nivel con profesionalismo y empatía.
Impulsar ventas cruzadas con estrategia y visión.
Martes 07 de octubre del 2025
9 am-2 pm
Calle 81b con Av Boyacá (Edificio Connecta)
Regístrate aquí 
https://forms.gle/wvy1N2EN7RfcDwYo7",2025-10-14 15:39:37
405,Empleo en Bogotá,Atender llamadas y consultas de clientes,2025-10-14 15:39:37
406,Empleo en Bogotá,Elevar el servicio al cliente a otro nivel con profesionalismo y empatía.,2025-10-14 15:39:37
407,Empleo en Bogotá,Impulsar ventas cruzadas con estrategia y visión.,2025-10-14 15:39:37
408,Empleo en Bogotá,"Bueeeeenos días 
Iniciamos la semana con noticias para ustedes",2025-10-14 15:39:37
409,Empleo en Bogotá,"¡Tenemos 727 vacantes esta semana, tres ferias laborales y nuestro ‘bus del empleo’ en La Candelaria!
Más del 60% de la oferta está dirigida a bachilleres, el nivel educativo con mayor demanda en esta convocatoria. Hay salarios competitivos desde empleos para quienes no tienen estudios hasta profesionales y especialistas, con remuneraciones que llegan a 6 SMMLV.
Conoce toda la información en esta nota 
https://desarrolloeconomico.gov.co/bogota-impulsa-el-empleo-con-727-vacantes-esta-semana-tres-ferias-laborales-y-el-bus-del-empleo-en-la-candelaria/",2025-10-14 15:39:37
410,Empleo en Bogotá,"¡BUENOS DÍAS!
Les tenemos una gran noticia",2025-10-14 15:39:38
411,Empleo en Bogotá,"¡Nuevos cursos con EXPERTA!
Fórmate gratis y con certificación en los sectores que están generando empleo en Bogotá, mi ciudad, mi casa.
 Retail y comercio
  Manufactura
  Logística
  Servicios administrativos
Tenemos más de 5.000 cupos para que des el siguiente paso en tu vida laboral.
 Inscríbete hasta el 20 de octubre en: https://desarrolloeconomico.gov.co/experta/",2025-10-14 15:39:38
412,Empleo en Bogotá,"¿Creas contenidos inmersivos en Bogotá? ¡Conecta tu talento con el mundo! 
Aplica a la Convocatoria #GenteConvergente y viaja al Geneva Digital Market - GDM 2025, del 3 al 6 de noviembre en Ginebra, Suiza. El Geneva Digital Market (GDM) es el corazón del Festival Internacional de Cine de Ginebra (GIFF), dedicado a la innovación audiovisual. Cada año reune a más de 800 profesionales suizos y europeos para explorar temas clave del sector audiovisual y las industrias creativas.
Se otorgarán 2 apoyos para gastos de participación por empresa (tiquetes, alojamiento y acreditación).
 Cierre: lunes 13 de octubre a las 7:00 p.m.
  Consulta las condiciones y postúlate: www.proimagenescolombia.com
#GenteConvergente es una iniciativa de la Alcaldía Mayor de Bogota, a través de #CulturaBogotá en alianza con Proimágenes Colombia.",2025-10-14 15:39:38
413,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:39:51
414,Empleo en Bogotá,618 k seguidores,2025-10-14 15:39:51
415,Empleo en Bogotá,"Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.
 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:39:51
416,Empleo en Bogotá,¡Hola!,2025-10-14 15:39:51
417,Empleo en Bogotá,"Vacante para bachilleres y  profesionales.
¿Te apasiona el mundo de la salud? Esta convocatoria de empleo presencial es para ti.
 SUBRED NORTE tiene 150 puestos de trabajo para:
 Auxiliar administrativo II y II – Facturación
 Salario: Entre $1.975.692 y $2.208.378
 Nivel educativo: Bachiller
 Experiencia: 6 a 12 meses
 Funciones: Liquidación de cuentas de los servicios de consulta externa. 
 Profesional en enfermería
 Salario: $3.906.000
 Nivel educativo: Profesional en Enfermería
 No requiere experiencia
 Funciones: Servicio de urgencias y hospitalización
 ¿Cuándo?: Viernes 26 de septiembre de 2025
 Hora: 9:00 a.m a 3:00 p.m
¿Dónde?: Calle 75 # 69h 05, barrio Las Ferias CAMI
Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:39:51
418,Empleo en Bogotá,"¡ATENCIÓN! 
Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.
Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.
 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:39:51
419,Empleo en Bogotá,"¿Buscas empleo en el sector tecnológico?
 
Ven al JobFest, la rueda de empleo especializada en perfiles con competencias digitales organizada por la Cámara de Comercio de Bogotá. 
Tenemos más de 600 oportunidades laborales en perfiles como:
 Desarrolladores web y programadores
 Diseñadores gráficos y especialistas en marketing digital
 Ingenieros de sistemas y técnicos audiovisuales
 
 Estamos hoy hasta las 4:00 p.m. y mañana de 10:00 a. m. – 4:00 p. m.
 Parque El Lago Gaitán y C.C. Unilago (Cra. 15 #78-33)",2025-10-14 15:39:51
420,Empleo en Bogotá,"La Agencia Distrital de Empleo ahora llega hasta donde tú estás.
Presentamos nuestra unidad móvil de empleo, que muy pronto recorrerá los barrios de Bogotá, mi ciudad, mi casa, para acercarte a:
 Inscripción a nuestras rutas de empleabilidad
 Cursos de formación
 Vacantes laborales y mucho más",2025-10-14 15:39:51
421,Empleo en Bogotá,"Vacante para técnicos/ tecnólogos 
 Subred Integrada de Servicios de Salud Norte E.S.E. está buscando Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública para fortalecer su equipo.
 Nivel educativo: Tecnólogo
No requieres experiencia
 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:39:51
422,Empleo en Bogotá,Sticker con: 🌚,2025-10-14 15:39:53
423,Empleo en Bogotá,"🎨 Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.

👉 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:39:53
424,Empleo en Bogotá,"🔵 *Vacante para bachilleres* y 🔴 *profesionales*.

¿Te apasiona el mundo de la salud? Esta *convocatoria de empleo presencial* es para ti.

 *SUBRED NORTE* tiene 150 puestos de trabajo para:

✨ *Auxiliar administrativo II y II – Facturación*
💸 *Salario*: Entre $1.975.692 y $2.208.378
📚 *Nivel educativo*: Bachiller
🔴 *Experiencia*: 6 a 12 meses
👉 *Funciones*: Liquidación de cuentas de los servicios de consulta externa. 

✨ *Profesional en enfermería*
💸 *Salario*: $3.906.000
📚 *Nivel educativo*: Profesional en Enfermería
🔴 *No requiere experiencia*
👉 *Funciones*: Servicio de urgencias y hospitalización

📅 *¿Cuándo?*: Viernes 26 de septiembre de 2025
🕜 *Hora*: 9:00 a.m a 3:00 p.m
📍*¿Dónde?*: Calle 75 # 69h 05, barrio Las Ferias CAMI

Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:39:53
425,Empleo en Bogotá,"🚨 ¡ATENCIÓN! 🚨

Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.

Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.

👉 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:39:53
426,Empleo en Bogotá,"🚨 ¡ATENCIÓN! 🚨

Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.

Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.

👉 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:39:54
427,Empleo en Bogotá,"🟠 *Vacante para técnicos/ tecnólogos* 

👉 *Subred Integrada de Servicios de Salud Norte E.S.E.* está buscando *Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública* para fortalecer su equipo.

📚 Nivel educativo: Tecnólogo
🔻No requieres experiencia

🌐 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:39:54
428,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:39:59
429,Empleo en Bogotá,618 k seguidores,2025-10-14 15:40:00
430,Empleo en Bogotá,"Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.
 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:40:00
431,Empleo en Bogotá,¡Hola!,2025-10-14 15:40:00
432,Empleo en Bogotá,"Vacante para bachilleres y  profesionales.
¿Te apasiona el mundo de la salud? Esta convocatoria de empleo presencial es para ti.
 SUBRED NORTE tiene 150 puestos de trabajo para:
 Auxiliar administrativo II y II – Facturación
 Salario: Entre $1.975.692 y $2.208.378
 Nivel educativo: Bachiller
 Experiencia: 6 a 12 meses
 Funciones: Liquidación de cuentas de los servicios de consulta externa. 
 Profesional en enfermería
 Salario: $3.906.000
 Nivel educativo: Profesional en Enfermería
 No requiere experiencia
 Funciones: Servicio de urgencias y hospitalización
 ¿Cuándo?: Viernes 26 de septiembre de 2025
 Hora: 9:00 a.m a 3:00 p.m
¿Dónde?: Calle 75 # 69h 05, barrio Las Ferias CAMI
Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:40:00
433,Empleo en Bogotá,"¡ATENCIÓN! 
Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.
Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.
 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:40:00
434,Empleo en Bogotá,"¿Buscas empleo en el sector tecnológico?
 
Ven al JobFest, la rueda de empleo especializada en perfiles con competencias digitales organizada por la Cámara de Comercio de Bogotá. 
Tenemos más de 600 oportunidades laborales en perfiles como:
 Desarrolladores web y programadores
 Diseñadores gráficos y especialistas en marketing digital
 Ingenieros de sistemas y técnicos audiovisuales
 
 Estamos hoy hasta las 4:00 p.m. y mañana de 10:00 a. m. – 4:00 p. m.
 Parque El Lago Gaitán y C.C. Unilago (Cra. 15 #78-33)",2025-10-14 15:40:00
435,Empleo en Bogotá,"La Agencia Distrital de Empleo ahora llega hasta donde tú estás.
Presentamos nuestra unidad móvil de empleo, que muy pronto recorrerá los barrios de Bogotá, mi ciudad, mi casa, para acercarte a:
 Inscripción a nuestras rutas de empleabilidad
 Cursos de formación
 Vacantes laborales y mucho más",2025-10-14 15:40:00
436,Empleo en Bogotá,"Vacante para técnicos/ tecnólogos 
 Subred Integrada de Servicios de Salud Norte E.S.E. está buscando Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública para fortalecer su equipo.
 Nivel educativo: Tecnólogo
No requieres experiencia
 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:40:00
437,Empleo en Bogotá,"Vacante para bachilleres 
Esta convocatoria de empleo presencial es para ti.
 Eficacia S.A.S tiene 60 puestos de trabajo para su escuela comercial (Actitud comercial), en cargos logísticos y operativos.
 Nivel educativo: Bachiller
 ¿Cuándo?: Lunes 29 de septiembre de 2025
 Hora: 8:30 a.m a 12:30 p.m
¿Dónde?: Auditorio de la Alcaldía local de Kennedy - Transversal 78K No. 41 A - 04 Sur
 Confirma tu asistencia aquí: https://forms.gle/JtL7PgmdLNF7QVYf6",2025-10-14 15:40:00
438,Empleo en Bogotá,¡Vamos con cursos!,2025-10-14 15:40:00
439,Empleo en Bogotá,"¿Quieres aprender a diseñar y gestionar campañas digitales que atraigan y fidelicen clientes?
 Curso: Desarrollo de Campañas de Promoción en Redes Sociales - Grupo 5
 Inicio: 02 de octubre del 2025
 Finaliza: 30 de octubre del 2025
 Horario: Martes y jueves de 6:00 p.m. a 9:00 p.m.
 Modalidad: Virtual en vivo (Teams, Meet o Zoom)
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/mEJFmFahqeZNU7q47",2025-10-14 15:40:00
440,Empleo en Bogotá,¡Hola! Feliz viernes para todos y todas  llegamos con puestos de trabajo,2025-10-14 15:40:00
441,Empleo en Bogotá,Sticker con: 🌚,2025-10-14 15:40:01
442,Empleo en Bogotá,"🎨 Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.

👉 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:40:01
443,Empleo en Bogotá,"🔵 *Vacante para bachilleres* y 🔴 *profesionales*.

¿Te apasiona el mundo de la salud? Esta *convocatoria de empleo presencial* es para ti.

 *SUBRED NORTE* tiene 150 puestos de trabajo para:

✨ *Auxiliar administrativo II y II – Facturación*
💸 *Salario*: Entre $1.975.692 y $2.208.378
📚 *Nivel educativo*: Bachiller
🔴 *Experiencia*: 6 a 12 meses
👉 *Funciones*: Liquidación de cuentas de los servicios de consulta externa. 

✨ *Profesional en enfermería*
💸 *Salario*: $3.906.000
📚 *Nivel educativo*: Profesional en Enfermería
🔴 *No requiere experiencia*
👉 *Funciones*: Servicio de urgencias y hospitalización

📅 *¿Cuándo?*: Viernes 26 de septiembre de 2025
🕜 *Hora*: 9:00 a.m a 3:00 p.m
📍*¿Dónde?*: Calle 75 # 69h 05, barrio Las Ferias CAMI

Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:40:01
444,Empleo en Bogotá,"🚨 ¡ATENCIÓN! 🚨

Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.

Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.

👉 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:40:01
445,Empleo en Bogotá,"🟠 *Vacante para técnicos/ tecnólogos* 

👉 *Subred Integrada de Servicios de Salud Norte E.S.E.* está buscando *Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública* para fortalecer su equipo.

📚 Nivel educativo: Tecnólogo
🔻No requieres experiencia

🌐 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:40:01
446,Empleo en Bogotá,"🔵 *Vacante para bachilleres* 

Esta *convocatoria de empleo presencial* es para ti.

 *Eficacia S.A.S* tiene 60 puestos de trabajo para su escuela comercial (Actitud comercial), en cargos logísticos y operativos.

📚 *Nivel educativo*: Bachiller

📅 *¿Cuándo?*: Lunes 29 de septiembre de 2025
🕜 *Hora*: 8:30 a.m a 12:30 p.m
📍*¿Dónde?*: Auditorio de la Alcaldía local de Kennedy - Transversal 78K No. 41 A - 04 Sur

📲 *Confirma tu asistencia aquí*: https://forms.gle/JtL7PgmdLNF7QVYf6",2025-10-14 15:40:01
447,Empleo en Bogotá,Sticker sin etiquetas,2025-10-14 15:40:02
448,Empleo en Bogotá,Sticker con: 😂,2025-10-14 15:40:02
449,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:40:07
450,Empleo en Bogotá,618 k seguidores,2025-10-14 15:40:07
451,Empleo en Bogotá,"Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.
 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:40:07
452,Empleo en Bogotá,¡Hola!,2025-10-14 15:40:07
453,Empleo en Bogotá,"Vacante para bachilleres y  profesionales.
¿Te apasiona el mundo de la salud? Esta convocatoria de empleo presencial es para ti.
 SUBRED NORTE tiene 150 puestos de trabajo para:
 Auxiliar administrativo II y II – Facturación
 Salario: Entre $1.975.692 y $2.208.378
 Nivel educativo: Bachiller
 Experiencia: 6 a 12 meses
 Funciones: Liquidación de cuentas de los servicios de consulta externa. 
 Profesional en enfermería
 Salario: $3.906.000
 Nivel educativo: Profesional en Enfermería
 No requiere experiencia
 Funciones: Servicio de urgencias y hospitalización
 ¿Cuándo?: Viernes 26 de septiembre de 2025
 Hora: 9:00 a.m a 3:00 p.m
¿Dónde?: Calle 75 # 69h 05, barrio Las Ferias CAMI
Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:40:07
454,Empleo en Bogotá,"¡ATENCIÓN! 
Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.
Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.
 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:40:07
455,Empleo en Bogotá,"¿Buscas empleo en el sector tecnológico?
 
Ven al JobFest, la rueda de empleo especializada en perfiles con competencias digitales organizada por la Cámara de Comercio de Bogotá. 
Tenemos más de 600 oportunidades laborales en perfiles como:
 Desarrolladores web y programadores
 Diseñadores gráficos y especialistas en marketing digital
 Ingenieros de sistemas y técnicos audiovisuales
 
 Estamos hoy hasta las 4:00 p.m. y mañana de 10:00 a. m. – 4:00 p. m.
 Parque El Lago Gaitán y C.C. Unilago (Cra. 15 #78-33)",2025-10-14 15:40:07
456,Empleo en Bogotá,"La Agencia Distrital de Empleo ahora llega hasta donde tú estás.
Presentamos nuestra unidad móvil de empleo, que muy pronto recorrerá los barrios de Bogotá, mi ciudad, mi casa, para acercarte a:
 Inscripción a nuestras rutas de empleabilidad
 Cursos de formación
 Vacantes laborales y mucho más",2025-10-14 15:40:07
457,Empleo en Bogotá,"Vacante para técnicos/ tecnólogos 
 Subred Integrada de Servicios de Salud Norte E.S.E. está buscando Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública para fortalecer su equipo.
 Nivel educativo: Tecnólogo
No requieres experiencia
 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:40:07
458,Empleo en Bogotá,"Vacante para bachilleres 
Esta convocatoria de empleo presencial es para ti.
 Eficacia S.A.S tiene 60 puestos de trabajo para su escuela comercial (Actitud comercial), en cargos logísticos y operativos.
 Nivel educativo: Bachiller
 ¿Cuándo?: Lunes 29 de septiembre de 2025
 Hora: 8:30 a.m a 12:30 p.m
¿Dónde?: Auditorio de la Alcaldía local de Kennedy - Transversal 78K No. 41 A - 04 Sur
 Confirma tu asistencia aquí: https://forms.gle/JtL7PgmdLNF7QVYf6",2025-10-14 15:40:07
459,Empleo en Bogotá,¡Vamos con cursos!,2025-10-14 15:40:07
460,Empleo en Bogotá,"¿Quieres aprender a diseñar y gestionar campañas digitales que atraigan y fidelicen clientes?
 Curso: Desarrollo de Campañas de Promoción en Redes Sociales - Grupo 5
 Inicio: 02 de octubre del 2025
 Finaliza: 30 de octubre del 2025
 Horario: Martes y jueves de 6:00 p.m. a 9:00 p.m.
 Modalidad: Virtual en vivo (Teams, Meet o Zoom)
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/mEJFmFahqeZNU7q47",2025-10-14 15:40:07
461,Empleo en Bogotá,¡Hola! Feliz viernes para todos y todas  llegamos con puestos de trabajo,2025-10-14 15:40:07
462,Empleo en Bogotá,Sticker con: 🌚,2025-10-14 15:40:07
463,Empleo en Bogotá,"🎨 Bibliored te invita a sumarte con tu talento gráfico a la conversación pública.

👉 ¡Participa! Conoce más aquí: http://invitaciones.scrd.gov.co",2025-10-14 15:40:07
464,Empleo en Bogotá,"🔵 *Vacante para bachilleres* y 🔴 *profesionales*.

¿Te apasiona el mundo de la salud? Esta *convocatoria de empleo presencial* es para ti.

 *SUBRED NORTE* tiene 150 puestos de trabajo para:

✨ *Auxiliar administrativo II y II – Facturación*
💸 *Salario*: Entre $1.975.692 y $2.208.378
📚 *Nivel educativo*: Bachiller
🔴 *Experiencia*: 6 a 12 meses
👉 *Funciones*: Liquidación de cuentas de los servicios de consulta externa. 

✨ *Profesional en enfermería*
💸 *Salario*: $3.906.000
📚 *Nivel educativo*: Profesional en Enfermería
🔴 *No requiere experiencia*
👉 *Funciones*: Servicio de urgencias y hospitalización

📅 *¿Cuándo?*: Viernes 26 de septiembre de 2025
🕜 *Hora*: 9:00 a.m a 3:00 p.m
📍*¿Dónde?*: Calle 75 # 69h 05, barrio Las Ferias CAMI

Recuerda llevar tu hoja de vida y documento de identificación.",2025-10-14 15:40:07
465,Empleo en Bogotá,"🚨 ¡ATENCIÓN! 🚨

Mañana, miércoles 24 de septiembre, los quioscos de la Agencia Distrital de Empleo no prestarán servicio de atención. Durante esta jornada no realizaremos trámites ni procesos presenciales en estos puntos.

Queremos que lo tengas en cuenta para que planees tus gestiones con anticipación y evites contratiempos.

👉 Te recordamos que la atención volverá a la normalidad el viernes, 26 de septiembre, en el horario habitual de 8:00 a.m. a 3:00 p.m.",2025-10-14 15:40:08
466,Empleo en Bogotá,"🟠 *Vacante para técnicos/ tecnólogos* 

👉 *Subred Integrada de Servicios de Salud Norte E.S.E.* está buscando *Técnicos Auxiliares en Enfermería y/o Técnicos en Salud Pública* para fortalecer su equipo.

📚 Nivel educativo: Tecnólogo
🔻No requieres experiencia

🌐 Postúlate aquí: www.serviciodeempleo.gov.co",2025-10-14 15:40:08
467,Empleo en Bogotá,"🔵 *Vacante para bachilleres* 

Esta *convocatoria de empleo presencial* es para ti.

 *Eficacia S.A.S* tiene 60 puestos de trabajo para su escuela comercial (Actitud comercial), en cargos logísticos y operativos.

📚 *Nivel educativo*: Bachiller

📅 *¿Cuándo?*: Lunes 29 de septiembre de 2025
🕜 *Hora*: 8:30 a.m a 12:30 p.m
📍*¿Dónde?*: Auditorio de la Alcaldía local de Kennedy - Transversal 78K No. 41 A - 04 Sur

📲 *Confirma tu asistencia aquí*: https://forms.gle/JtL7PgmdLNF7QVYf6",2025-10-14 15:40:08
468,Empleo en Bogotá,Sticker sin etiquetas,2025-10-14 15:40:08
469,Empleo en Bogotá,Sticker con: 😂,2025-10-14 15:40:08
