id,remitente,contenido,fecha_hora
90,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:19
91,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:21
92,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:21
93,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:21
94,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:23
95,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:25
96,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:25
97,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:25
98,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:26
99,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:30
100,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:32
101,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:32
102,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:33
103,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:35
104,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:35
105,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:35
106,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:36
107,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:38
108,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:38
109,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:38
110,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:39
111,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:41
112,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:41
113,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:42
114,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:43
115,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:45
116,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:45
117,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:45
118,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:46
119,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:48
120,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:48
121,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:48
122,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:49
123,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:51
124,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:51
125,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:51
126,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:52
127,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:19:56
128,Empleo en Bogotá,618 k seguidores,2025-10-14 15:19:56
129,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:56
130,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:19:57
131,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:00
132,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:00
133,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:00
134,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:00
135,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:02
136,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:03
137,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:03
138,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:03
139,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:06
140,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:06
141,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:06
142,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:07
143,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:09
144,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:09
145,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:09
146,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:09
147,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:12
148,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:12
149,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:12
150,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:13
151,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:15
152,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:15
153,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:15
154,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:16
155,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:20
156,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:20
157,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:20
158,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:22
159,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:24
160,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:24
161,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:24
162,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:24
163,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:25
164,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:27
165,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:27
166,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:27
167,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:28
168,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:30
169,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:30
170,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:30
171,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:31
172,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:33
173,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:33
174,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:33
175,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:34
176,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:36
177,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:36
178,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:36
179,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:37
180,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:39
181,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:39
182,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:39
183,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:40
184,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:43
185,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:43
186,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:43
187,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:44
188,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:46
189,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:46
190,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:46
191,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:47
192,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:49
193,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:49
194,Empleo en Bogotá,"¿Quieres aprender inglés? Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.
 Curso: Inglés básico nivel 2
 Inicio: Jueves 16 de octubre del 2025
 Horario: Martes y jueves 8:00 a.m. a 10:00 a.m.
 ¡Cupos limitados!
 Inscríbete aquí: https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:49
195,Empleo en Bogotá,"🇬🇧 *¿Quieres aprender inglés?* Refuerza tus conocimientos y mejora tu capacidad para entablar conversaciones más fluidas en contextos laborales y personales.

📚 *Curso:* Inglés básico nivel 2

📅 *Inicio:* Jueves 16 de octubre del 2025
🕘 *Horario:* Martes y jueves 8:00 a.m. a 10:00 a.m.

🎟 *¡Cupos limitados!*

📲 *Inscríbete aquí:* https://forms.gle/81WRSDTUuht43JaCA",2025-10-14 15:20:50
196,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:20:52
197,Empleo en Bogotá,618 k seguidores,2025-10-14 15:20:52
